id_team_h,id_team_v,pts_h,pts_v,w_h,w_v
6,22,107,121,0,1
18,16,99,97,1,0
1,26,106,111,0,1
14,13,97,90,1,0
15,1,91,86,1,0
9,13,101,103,0,1
26,18,75,100,0,1
20,22,111,96,1,0
26,25,114,87,1,0
12,2,112,101,1,0
27,23,80,91,0,1
7,12,88,80,1,0
29,12,112,103,1,0
19,1,69,76,0,1
19,16,92,93,0,1
28,2,86,94,0,1
29,5,101,102,0,1
6,2,94,89,1,0
18,14,113,112,1,0
15,17,101,88,1,0
6,7,104,99,1,0
1,9,116,100,1,0
4,11,128,111,1,0
2,1,105,110,0,1
12,3,120,92,1,0
11,9,74,76,0,1
23,21,112,96,1,0
5,6,120,124,0,1
2,6,110,99,1,0
5,9,93,99,0,1
16,17,113,99,1,0
17,29,110,103,1,0
21,10,121,100,1,0
8,19,104,112,0,1
9,2,101,84,1,0
21,11,102,114,0,1
11,15,107,101,1,0
17,18,97,86,1,0
16,1,114,93,1,0
27,11,106,93,1,0
25,30,96,99,0,1
16,2,90,113,0,1
11,28,121,99,1,0
5,6,100,111,0,1
16,5,122,104,1,0
15,9,123,116,1,0
2,12,107,99,1,0
20,7,120,112,1,0
3,13,102,95,1,0
3,10,99,92,1,0
5,29,76,86,0,1
20,6,111,99,1,0
14,8,98,105,0,1
11,28,129,99,1,0
29,5,127,123,1,0
25,6,92,106,0,1
30,17,104,94,1,0
21,23,111,110,1,0
20,30,118,104,1,0
13,3,96,99,0,1
1,19,91,85,1,0
2,30,109,106,1,0
25,21,110,118,0,1
9,28,134,111,1,0
16,28,80,65,1,0
18,3,120,115,1,0
20,11,109,127,0,1
16,5,110,92,1,0
11,3,127,113,1,0
16,2,106,103,1,0
28,13,104,91,1,0
1,28,109,105,1,0
21,29,112,101,1,0
17,13,101,109,0,1
10,7,98,107,0,1
12,2,100,77,1,0
20,13,122,114,1,0
30,10,92,113,0,1
17,1,109,98,1,0
15,12,89,101,0,1
28,20,115,122,0,1
26,11,94,85,1,0
9,21,86,76,1,0
7,26,105,109,0,1
15,5,114,105,1,0
23,26,118,81,1,0
16,29,116,88,1,0
19,12,77,82,0,1
29,9,99,102,0,1
11,2,92,118,0,1
15,13,88,97,0,1
16,18,122,129,0,1
2,24,88,97,0,1
13,25,101,94,1,0
3,1,98,104,0,1
11,6,114,113,1,0
2,3,78,71,1,0
7,21,129,117,1,0
5,18,117,105,1,0
23,22,103,108,0,1
21,17,121,84,1,0
11,22,83,84,0,1
1,18,113,115,0,1
9,22,119,106,1,0
17,27,81,86,0,1
10,11,104,86,1,0
21,13,106,95,1,0
7,4,112,120,0,1
28,21,83,94,0,1
16,22,92,113,0,1
1,29,89,117,0,1
11,3,118,88,1,0
14,24,103,112,0,1
2,13,101,99,1,0
9,5,82,80,1,0
5,26,102,89,1,0
22,9,77,93,0,1
1,14,131,123,1,0
30,12,125,113,1,0
3,20,92,88,1,0
2,12,112,93,1,0
7,12,103,87,1,0
11,17,117,100,1,0
3,2,98,83,1,0
7,21,78,93,0,1
2,28,124,125,0,1
28,3,107,114,0,1
18,5,87,92,0,1
29,12,100,105,0,1
18,22,98,93,1,0
28,15,113,115,0,1
16,9,112,101,1,0
29,30,97,90,1,0
25,2,115,109,1,0
13,2,115,124,0,1
20,21,108,119,0,1
10,27,113,110,1,0
6,9,113,107,1,0
16,26,93,95,0,1
19,5,89,105,0,1
2,16,131,99,1,0
29,16,114,111,1,0
17,13,93,88,1,0
2,16,90,86,1,0
3,13,102,114,0,1
29,20,114,107,1,0
5,13,84,62,1,0
1,14,104,91,1,0
21,12,94,93,1,0
24,7,125,126,0,1
1,28,77,97,0,1
6,21,110,112,0,1
6,7,98,96,1,0
14,6,65,91,0,1
6,20,106,118,0,1
7,17,84,98,0,1
11,7,121,114,1,0
20,17,85,99,0,1
29,18,88,78,1,0
13,17,93,89,1,0
16,28,120,99,1,0
17,20,112,111,1,0
16,12,84,92,0,1
28,21,112,117,0,1
3,13,86,90,0,1
9,28,87,89,0,1
2,3,117,113,1,0
7,8,140,129,1,0
20,24,122,115,1,0
29,1,87,85,1,0
11,27,99,107,0,1
5,16,129,124,1,0
2,12,91,105,0,1
3,5,106,118,0,1
12,16,105,108,0,1
18,3,106,102,1,0
8,25,92,108,0,1
6,26,102,96,1,0
20,23,84,86,0,1
21,11,110,117,0,1
18,30,99,77,1,0
29,28,108,124,0,1
20,21,115,111,1,0
22,28,104,86,1,0
29,18,115,91,1,0
10,23,119,115,1,0
11,2,108,115,0,1
10,8,121,116,1,0
2,19,84,80,1,0
6,20,120,99,1,0
25,2,89,101,0,1
11,6,101,98,1,0
16,6,103,108,0,1
28,20,101,98,1,0
20,2,116,98,1,0
30,19,100,91,1,0
13,19,89,93,0,1
10,9,109,113,0,1
13,25,125,116,1,0
5,27,111,66,1,0
20,9,95,112,0,1
30,10,115,117,0,1
18,13,97,106,0,1
23,20,99,91,1,0
20,2,121,129,0,1
7,6,115,110,1,0
21,8,98,120,0,1
17,21,115,124,0,1
29,2,81,73,1,0
9,19,115,88,1,0
27,1,131,117,1,0
29,16,90,83,1,0
13,5,126,122,1,0
28,16,104,107,0,1
2,17,130,110,1,0
11,22,126,122,1,0
11,5,102,93,1,0
5,3,111,97,1,0
29,1,111,115,0,1
17,18,110,96,1,0
19,17,89,85,1,0
5,8,112,119,0,1
1,29,141,97,1,0
26,19,98,84,1,0
6,11,110,125,0,1
25,29,88,91,0,1
28,26,92,102,0,1
11,5,80,102,0,1
2,29,104,110,0,1
8,19,126,86,1,0
12,7,101,76,1,0
11,29,130,117,1,0
2,11,133,108,1,0
25,28,100,91,1,0
23,25,102,95,1,0
9,20,108,102,1,0
9,20,125,111,1,0
16,29,115,111,1,0
5,13,113,96,1,0
5,28,99,105,0,1
11,23,96,95,1,0
13,8,138,99,1,0
11,26,92,97,0,1
16,25,97,110,0,1
16,6,90,101,0,1
2,26,109,117,0,1
1,28,152,133,1,0
21,6,120,105,1,0
11,21,124,112,1,0
13,5,110,81,1,0
28,16,80,92,0,1
5,12,96,103,0,1
9,12,113,107,1,0
12,6,87,104,0,1
22,21,78,88,0,1
28,3,117,102,1,0
9,26,84,63,1,0
6,15,119,113,1,0
19,14,98,94,1,0
16,8,106,97,1,0
16,17,83,85,0,1
10,26,107,96,1,0
12,2,111,80,1,0
5,13,118,100,1,0
13,29,100,96,1,0
20,12,111,93,1,0
1,29,93,82,1,0
25,17,101,104,0,1
2,5,96,80,1,0
5,28,104,97,1,0
14,26,92,98,0,1
2,13,87,56,1,0
5,2,96,89,1,0
